sep=,
portal,cod_cliente,razao_cliente,nome_cliente,doc_cliente,tipo_cliente,endereco_cliente,numero_rua_cliente,complement_end_cli,bairro_cliente,cep_cliente,cidade_cliente,uf_cliente,pais,fone_cliente,email_cliente,sexo,data_cadastro,data_nascimento
8560,508,EVOPEL BOBINAS DE PAPEL LTDA-ME,EVOPEL BOBINAS DE PAPEL LTDA-ME,22407778000152,A,ARACY ALFREDO JOSE,20,,SANTA TEREZA,90840-470,PORTO ALEGRE,RS,BRASIL,,,M,24/11/2016 02:34:00,
8560,509,RONALDO NUNES DA ROCHA,RM ESQUADRIAS,10288499000138,A,RUA BARBOSA NETO,1081,,VILA NEOPOLIS,94000-970,GRAVATAI,RS,Brasil,3013-3148,, ,24/11/2016 02:34:00,
8560,510,MEGAMAMUTE COMERCIO ON LINE,MEGAMAMUTE COMERCIO ON LINE,13477477000104,A,JOANA RODRUIGUES JONDRAL,250,BLOCO 01 GALPAO 04,GLEBA CAMBE,86067-050,LONDRINA,PR,BRASIL,4330278252,GISELE.ROSA@MEGAMAMUTE.COM.BR,M,24/11/2016 02:34:00,
8560,511,AGIMA,AGIMA,03905081000167,A,RUA DAS ESMERALDAS,105,,JARDIM DONINI,09920-520,DIADEMA,SP,BRASIL,1140571003,scopelrepres@gmail.com,M,24/11/2016 02:34:00,
8560,512,AGIMA,AGIMA,71856785000147,A,DAS ESMERALDAS,107,,JARDIM DONINI,09920-520,DIADEMA,SP,BRASIL,1140574397,,M,24/11/2016 02:34:00,
8560,513,ARTESANALIS MARIA A. LIXESSE,ARTESANALIS MARIA A. LIXESSE,20300394000100,A,AV IPIRANGA,272,,PORTINHO,88790-000,LAGUNA,SC,BRASIL,,,M,24/11/2016 02:34:00,
8560,514,GOEDERT,GOEDERT,79846465000118,A,MARIA CECILIA SOBRE,385,,PRAIA JOÃO ROSA,88160-000,BIGUACU,SC,BRASIL,4130102130,lcarlos10@uol.com.br,M,24/11/2016 02:34:00,
8560,515,COMERCIAL SUTILEZ LTDA ME PALITOS,COMERCIAL SUTILEZ LTDA ME PALITOS,11494532000149,A,RUA EVA,23,,VERA TEREZA,07717-470,CAIEIRAS,SP,BRASIL,1139211693,comercialsutilez2011@hotmail.com,M,24/11/2016 02:34:00,
8560,516,LIDER CRACHAS LTDA,LIDER CRACHAS LTDA,12114338000153,A,DR PEDRO RANGEL,413,SALA 103,SAO JOAO,88304-430,ITAJAI,SC,BRASIL,4733680730,lidercrachas@lidercrachas.com.br,M,24/11/2016 02:34:00,
8560,517,KFG COMERCIO COPRA,KFG COMERCIO COPRA,10646998000150,A,ADA RAMPINELLI HEERDT,40,SALA,SÃO JOÃO,88708-457,TUBARAO,SC,BRASIL,48830809100,setor300@kfgdistribuidora.com.br,M,24/11/2016 02:34:00,
8560,518,BLANCO E ZAMBERLAN- REQUINTE ARTE E DECO,BLANCO E ZAMBERLAN- REQUINTE ARTE E DECO,05148422000122,A,AV. DOM PEDRO II,310,LOJA 05,HIGIENOPOLIS,90550-140,PORTO ALEGRE,RS,BRASIL,,requintedecoração@gmail.com,M,24/11/2016 02:34:00,
8560,519,PAOLI BRASIL FONTE BRASIL,PAOLI BRASIL FONTE BRASIL,73757676000106,A,RODOVIA IVO SILVEIRA KM 01,1400,GALPAO 2 E 3,BAETES,88355-201,BRUSQUE,SC,BRASIL,47,comercial.jaques@gmail.com,M,24/11/2016 02:34:00,
8560,520,SHOP DISPLAY IND. COM. DE ETIQUETAS LTD,SHOP DISPLAY IND. COM. DE ETIQUETAS LTD,00076085000191,A,TRES DE OUTUBRO,560,,PATRIA NOVA,93336-130,NOVO HAMBURGO,RS,BRASIL,,shopdisplay@terra.com.br,M,24/11/2016 02:34:00,
8560,521,SHOPPING TOTAL,SHOPPING TOTAL,05047690000158,A,CANDIDO DE ABREU,660,23 ANDAR CN J2301,CURITIBA,80530-000,CURITIBA,PR,BRASIL,5130188831,anaclaudia@shoppingtotal.com.br,M,24/11/2016 02:34:00,
8560,522,ERS IND. E COM. DE PRO. ALGODAO NATHALYA,ERS IND. E COM. DE PRO. ALGODAO NATHALYA,21172673000107,A,GOVERNADOR NILO COELHO,6,QUADRA B,DISTRITO INDUSTRIAL,53520-810,ABREU E LIMA,PE,BRASIL,8199654854,vendas1@algodaonathalya.com.br,M,24/11/2016 02:34:00,
8560,523,DE SIRIUS COSMETICOS EIRELI,DE SIRIUS COSMETICOS EIRELI,02859331000107,A,RUA VER MARIO CARDOSO FERREIRA,611,,DISTRITO INDUSTRIAL,94836-195,ALVORADA,RS,BRASIL,5130446000,janainalucas@desirius.com.br,M,24/11/2016 02:34:00,
8560,524,GARRA COMUNICAÇÃO VISUAL,GARRA COMUNICAÇÃO VISUAL,02716735000141,A,AV PERIMETRAL LEO ANTONIO CISILOTTO,938,,SÃO JOSE,95720-000,GARIBALDI,RS,BRASIL,5434623556,aureo@garravisual.com.br,M,24/11/2016 02:34:00,
8560,525,IVANMAR DE SOUZA  ARTE EM BALÕES,IVANMAR DE SOUZA  ARTE EM BALÕES,16828466000110,A,ANTONIO RIBEIRO MESSIAS,83,,ABERTA DOS MORROS,91787-224,PORTO ALEGRE,RS,BRASIL,5185417899,simara.arteembaloes@gmail.com,M,24/11/2016 02:34:00,
8560,526,"GLEIBER PIEGAS, RAFAEL DOS SANTOS E NIVI","GLEIBER PIEGAS, RAFAEL DOS SANTOS E NIVI",15653673000118,A,RUA DR. FLORES,307,604,CENTRO HISTORICO,90020-123,PORTO ALEGRE,RS,BRASIL,99510486,,M,24/11/2016 02:34:00,
8560,527,DEPISUL DEPIMIEL,DEPISUL DEPIMIEL,26083793000143,A,CORONEL JAIME DA COSTA PEREIRA,404,,PARTENON,90620-190,PORTO ALEGRE,RS,BRASIL,,scopelrepres@gmail.com,M,24/11/2016 02:34:00,
8560,528,PLASTIC HOUSE COM. PROD PLASTICOS EIRELI,PLASTIC HOUSE COM. PROD PLASTICOS EIRELI,05034253000108,A,BUARQUE MACEDO,958,,JARDIM BRASIL,13073-010,CAMPINAS,SP,BRASIL,32425217,,M,24/11/2016 02:34:00,
8560,529,POSTO JARDIM PLANALTO GÁS,POSTO JARDIM PLANALTO GÁS,07951832000132,A,TENENTE ARY TARRAGO,2930,,JARDIM PLANALTO,91225-000,PORTO ALEGRE,RS,BRASIL,,,M,24/11/2016 02:34:00,
8560,530,MACRILAN BEAUTY BRASIL,MACRILAN BEAUTY BRASIL,10647948000197,A,RUA DOS CAMPEIROS,419,,MOOCA,03167-020,SAO PAULO,SP,BRASIL,1120769696,,M,24/11/2016 02:34:00,
8560,531,HONORINO ANTONIO LAZZARI DOCTOR HAIR,HONORINO ANTONIO LAZZARI DOCTOR HAIR,26107148000113,A,ARMINHO MIOTTO,1882,,CENTRO,95980-000,ANTA GORDA,RS,BRASIL,5137561583,ilviooliveira@yahoo.com.br,M,24/11/2016 02:34:00,
8560,532,SEFAZ DF,SEFAZ DF,00394684000153,A,BANCARIO NORTE,0,QUADRA 2 BLOCO2,ASA NORTE,70040-909,BRASILIA,DF,BRASIL,,,M,24/11/2016 02:34:00,
8560,533,SEFAZ SP,SEFAZ SP,46379400000150,A,AV RANGEL PESTANA,300,,CENTRO,01017-911,SAO PAULO,SP,BRASIL,,,M,24/11/2016 02:34:00,
8560,534,SEFAZ GOIAS,SEFAZ GOIAS,01409655000180,A,VEREADOR JOSE MONTEIRO,2233,,NEGRÃO DE,74650-300,GOIANIA,GO,BRASIL,,,M,24/11/2016 02:34:00,
8560,535,SEFAZ MINAS GERAIS,SEFAZ MINAS GERAIS,18715615000160,A,PREFEITO AMERICO GIANNETI,0,7ANDAR,SERRA VERDE,31630-901,BELO HORIZONTE,MG,BRASIL,,,M,24/11/2016 02:34:00,
8560,536,SEFAZ BAHIA,SEFAZ BAHIA,13937073000156,A,CENT ADMNISTRATIVO DA BAHIA,0,,CAB,40301-155,SALVADOR,BA,BRASIL,,,M,24/11/2016 02:34:00,
8560,537,SEFAZ CEARA,SEFAZ CEARA,07954597000152,A,ALBERTO NEPOMUCENO,2,,CENTRO,60055-000,FORTALEZA,CE,BRASIL,,,M,24/11/2016 02:34:00,
8560,538,SEFAZ MATO GROSSO DO SUL,SEFAZ MATO GROSSO DO SUL,02935843000105,A,AV MATO GROSSO,0,BLOCO 2,PARQUE DOS PODERES,79031-902,CAMPO GRANDE,MS,BRASIL,,,M,24/11/2016 02:34:00,
8560,539,SEFAZ PIAUI,SEFAZ PIAUI,06553556000191,A,PEDRO FREITAS,0,BLOCO C CENTRO ADMINISTRATIVO,SÃO PEDRO,64018-000,TERESINA,PI,BRASIL,,,M,24/11/2016 02:34:00,
8560,540,SEFAZ MATO GROSSO,SEFAZ MATO GROSSO,03507415000578,A,ST CENTRO POLITICO ADMINISTRATIVO,0,,CPA,78015-285,CUIABA,MT,BRASIL,,,M,24/11/2016 02:34:00,
8560,541,SEFAZ PARANA,SEFAZ PARANA,76416890000189,A,AV. VICENTE MACHADO,445,,CENTRO,80420-902,CURITIBA,PR,BRASIL,,,M,24/11/2016 02:34:00,
8560,542,SEFAZ RIO DE JANEIRO,SEFAZ RIO DE JANEIRO,42498675000152,A,AV PRESIDENTE VARGAS,670,,CENTRO,20071-001,RIO DE JANEIRO,RJ,BRASIL,,,M,24/11/2016 02:34:00,
8560,543,SEFAZ SANTA CATARINA,SEFAZ SANTA CATARINA,82951310000156,A,ROD SC 401 KM 5,4600,,SACO GRANDE II,88032-000,FLORIANOPOLIS,SC,BRASIL,,,M,24/11/2016 02:34:00,
8560,544,SEFAZ MARANHÃO,SEFAZ MARANHÃO,03526252000147,A,PROFESSOR CARLOS CUNHA,0,,JARACATY,65076-820,SAO LUIS,MA,BRASIL,,,M,24/11/2016 02:34:00,
8560,545,TALGE DESCARTAVEIS DO BRASIL LTDA,TALGE DESCARTAVEIS DO BRASIL LTDA,07439329000100,A,JOAO THOMAS PINTO,1570,GALPAO A MODULO  6 E 7,CANHANDUBA,88313-045,ITAJAI,SC,BRASIL,,,M,24/11/2016 02:34:00,
8560,546,THM PARTICIPAÇÕES LTDA.,THM PARTICIPAÇÕES LTDA.,21543572000197,A,TIMBAUVA,205,2,SÃO LUCAS,94451-192,VIAMAO,RS,BRASIL,,,M,24/11/2016 02:34:00,
8560,547,SEFAZ PERNAMBUCO,SEFAZ PERNAMBUCO,10572014000133,A,RUA DO IMPERADOR,0,,SANTO ANTONIO,50090-000,RECIFE,PE,BRASIL,,,M,24/11/2016 02:34:00,
8560,548,SEFAZ PARA,SEFAZ PARA,05054903000179,A,AV. VISCONDE SOUZA FRANCO,110,,REDUTO,66053-000,BELEM,PA,BRASIL,,,M,24/11/2016 02:34:00,
8560,549,SEFAZ RIO GRANDE DO NORTE,SEFAZ RIO GRANDE DO NORTE,08241739000105,A,BR 101KM 0 CENTRO ADMINISTRATIVO,0,PALACIO DOS DESPACHOS,LAGOA NOVA,59037-155,NATAL,RN,BRASIL,,,M,24/11/2016 02:34:00,
8560,550,ABC VIDRAÇARIA,ABC VIDRAÇARIA,10322625000123,A,WENCESLAU ESCOBAR,2966,,TRISTEZA,90810-000,PORTO ALEGRE,RS,BRASIL,,,M,24/11/2016 02:34:00,
8560,551,LOGIKA DISTRIBUIDORA DE COSMETICOS LTDA,LOGIKA DISTRIBUIDORA DE COSMETICOS LTDA,06222722000843,A,RIO AMAZONAS,703,BARRACAO 2,WEISSOPOLIS,83322-040,PINHAIS,PR,BRASIL,,,M,24/11/2016 02:34:00,
8560,552,BRATEK ELETRONIC LTDA,BRATEK ELETRONIC LTDA,11506928000169,A,R: COMENDADOR MIGUEL CALFAT,128,CJ 813/814,ITAIM BIBI,04537-080,SAO PAULO,SP,BRASIL,1126598315,,M,24/11/2016 02:34:00,
8560,553,LOWELL,LOWELL,01900093000173,A,R: CASTRO ALVES,644,,JD NOSSA SRA AUXLIIADORA,13076-040,CAMPINAS,SP,BRASIL,1939139700,marco.luppi@lowell.com.br,M,24/11/2016 02:34:00,
8560,554,LISS COMERCIO IMPORTAÇÃO E EXPORTAÇÃO LT,LISS COMERCIO IMPORTAÇÃO E EXPORTAÇÃO LT,02640248000142,A,RUA FREI GASPAR,215,,MOOCA,03164-100,SAO PAULO,SP,BRASIL,,,M,24/11/2016 02:34:00,
8560,555,SILVA E MIRAS EIRELI-ME G HAIR,SILVA E MIRAS EIRELI-ME G HAIR,10734850000177,A,AGUEDA GONÇALVES,250,,JD PEDRO GONÇALVES,06760-020,TABOAO DA SERRA,SP,BRASIL,,camilarpa@hotmail.com,M,24/11/2016 02:34:00,
8560,556,IDX IDENTIFICAÇÕES PERSONALIZADAS LTDA,IDX IDENTIFICAÇÕES PERSONALIZADAS LTDA,09562773000136,A,CAVALHADA,2370,612,CAVALHADA,91740-000,PORTO ALEGRE,RS,BRASIL,306181000,contato@identcard.com.br,M,24/11/2016 02:34:00,
8560,557,FENAC S/A FEIRAS E EMPREENDIMENTOS TURIS,FENAC S/A FEIRAS E EMPREENDIMENTOS TURIS,87189106000163,A,RUA ARAXA,505,,IDEAL,93334-000,NOVO HAMBURGO,RS,BRASIL,,,M,24/11/2016 02:34:00,
8560,558,BELLACOTTON,BELLACOTTON,02003095000122,A,RODOVIA BR 282 KM 32,0,COND TABULEIRO,POCO FUNDO,88140-000,SANTO AMARO DA IMPERATRIZ,SC,BRASIL,4832454999,connectionrs.eduardo@gmail.com,M,24/11/2016 02:34:00,
8560,559,SEFAZ RO,SEFAZ RO,05599253000147,A,PRESIDENTRE DUTRA,4250,,PEDRINHAS,76801-478,PORTO VELHO,RO,BRASIL,,,M,24/11/2016 02:34:00,
8560,560,KLIPEVENTOS,KLIPEVENTOS,12104038000193,A,RUA ALBERTO ATZ,345,,BOM PASTOR,93900-000,IVOTI,RS,BRASIL,5132798292,jaque@klipeventos.com.br,M,24/11/2016 02:34:00,
8560,561,MERCOPAN PADARIA E CONFEITARIA  LTDA EPP,MERCOPAN PADARIA E CONFEITARIA  LTDA EPP,08293491000118,A,AV IJUI,641,,PETROPOLIS,90640-200,PORTO ALEGRE,RS,BRASIL,33918090,,M,24/11/2016 02:34:00,
8560,562,ANDRADE IMPORTAÇÃO E EXPORTAÇÃO,ANDRADE IMPORTAÇÃO E EXPORTAÇÃO,13641481000166,A,R; DA CANTAREIRA,55,LOJA 20 7 ANDAR,CENTRO,01024-100,SAO PAULO,SP,BRASIL,,POLISISTEM@POLISISTEM.COM.BR,M,24/11/2016 02:34:00,
8560,563,TIAGO RAMOS DE SOUZA,TIAGO RAMOS DE SOUZA,10506231000125,A,JOAO PEREIRA DA SILVA,793,,CENTRO,96740-000,ARROIO DOS RATOS,RS,BRASIL,,,M,24/11/2016 02:34:00,
8560,564,BALÃO METALIZADO,BALÃO METALIZADO,04722645000199,A,XIRO,82,,CASA VERDE,02512-030,SAO PAULO,SP,BRASIL,,organife@organife.com.br,M,24/11/2016 02:34:00,
8560,565,NÃO UTILIZAR(O FORNEC É 121),NÃO UTILIZAR(O FORNEC É 121),06076288000164,A,AV.CARLOS GOMES126/604,0,,,90410-010,PORTO ALEGRE,RS,BRASIL,5130611118,ftcosm@terra.com.br,M,24/11/2016 02:34:00,
8560,566,MONTREAL FARMACEUTICA LTDA.(PIEDE FINE),MONTREAL FARMACEUTICA LTDA.(PIEDE FINE),05220169000170,A,RUA SERGIO JUNGBLUT DIETERICH,820,,SAO JOAO,91060-410,PORTO ALEGRE,RS,BRASIL,33662223,,M,24/11/2016 02:34:00,
8560,567,BELEZA & CIA,BELEZA & CIA,02428369000125,A,RUA ERNESTO LAVRATTI NETO,646,,,,JARDIM DA FONTE-ENCANTADO,RS,BRASIL,37512726,dallavecchiapannet.com.br,M,24/11/2016 02:34:00,
8560,568,BELASUL COM.IMP.EXP.MOVEIS (KIXIKI),BELASUL COM.IMP.EXP.MOVEIS (KIXIKI),88709621000190,A,RUA FERNANDES VIEIRA,123,,GLORIA,99500-000,CARAZINHO,RS,BRASIL,5433309669,vendas@kixikimoveis.com.br,M,24/11/2016 02:34:00,
8560,569,ORLANDO DRESCH E CIA LTDA.(MOVEIS),ORLANDO DRESCH E CIA LTDA.(MOVEIS),89558985000189,A,RUA JOSE CARLOS DA SILVA,48,PDA 53,PONTA PORA,94935-340,CACHOEIRINHA,RS,BRASIL,34701784,severoedamo@terra.com.br,M,24/11/2016 02:34:00,
8560,570,CIA MANUFATORA DE TECIDOS ALGODAO(APOLO),CIA MANUFATORA DE TECIDOS ALGODAO(APOLO),19525260000109,A,RUA ONDINA C.PEIXOTO,123,,PALMEIRAS,36774-900,CATAGUASES,MG,BRASIL,3234222200,anne@farmaklin.com.br,M,24/11/2016 02:34:00,
8560,571,MINANCORA E CIA LTDA.,MINANCORA E CIA LTDA.,84683382000357,A,RUA DONA FRANCISCA,14795,,CENTRO,89239-270,JOINVILLE,SC,BRASIL,474616400,,M,24/11/2016 02:34:00,
8560,572,BERTIN DIST PROD BEL LTDA.(OX MARROW),BERTIN DIST PROD BEL LTDA.(OX MARROW),04755458000101,A,RODOVIA MONTE MOR A SUMARE S/N KM 0,3,,FAZENDA MIRA FLORES,13190-000,MUN MONTE MOR,SP,BRASIL,1435332000,marli.gheno@flora.com.br,M,24/11/2016 02:34:00,
8560,573,MALLORY (SECADORES),MALLORY (SECADORES),9999573,A,RUA TENENTE VALDEMAR PEREIRA,42,,,61940-000,OUTRA BANDA-MARANGUAPE,CE,BRASIL,1141442710,marimarttinsrs@ibest.com.br,M,24/11/2016 02:34:00,
8560,574,COSMETIC HOUSE (N LINE),COSMETIC HOUSE (N LINE),9999574,A,AV.OTTO NIEMEYER,2341,,,91910-001,PORTO ALEGRE,RS,BRASIL,5130262025,cosmetichouse@ig.com.br,M,24/11/2016 02:34:00,
8560,575,JC SELADORA,JC SELADORA,00305956000100,A,AV OSMAR CUNHA N.15 BLOCO B SALA 812,15,,CENTRO,88015-100,FLORIANOPOLIS,SC,BRASIL,482231280,,M,24/11/2016 02:34:00,
8560,576,FEELING TESOURAS,FEELING TESOURAS,9999576,A,,0,,,,PORTO ALEGRE,RS,BRASIL,,,M,24/11/2016 02:34:00,
8560,577,IODONTOSUL IND ODONT LTDA.(GERMISUL),IODONTOSUL IND ODONT LTDA.(GERMISUL),97215388000180,A,RUA CLOVIS BEVILAQUA,151,- BOM JESUS,BOM JESUS,91420-400,PORTO ALEGRE,RS,BRASIL,5133382340,,M,24/11/2016 02:34:00,
8560,578,MARIAGES - A NOSSA RACA. (PERUCAS),MARIAGES - A NOSSA RACA. (PERUCAS),9999578,A,RUA VINTE E CINCO DE MARCO,641,LJ 11,,01021-200,CENTRO,SP,BRASIL,1133266633,,M,24/11/2016 02:34:00,
8560,579,PERFUMARIA ELANS IND COM IMP E EXP LTDA.,PERFUMARIA ELANS IND COM IMP E EXP LTDA.,62628359000165,A,EST BENEDITO CESARIO DE OLIVEIRA,294,,,06767-280,VILA IASI TABOAO DA SERRA,SP,BRASIL,1141370377,elcioamado@terra.com.br,M,24/11/2016 02:34:00,
8560,580,DI MARO COM DE COSMÉT (DEPIL BELLA),DI MARO COM DE COSMÉT (DEPIL BELLA),12362748000113,A,RUA PAULO EMILIO SALES GOMES,45,,LIMÃO,02710-110,SAO PAULO,SP,BRASIL,112236588,roller1@via-rs.net,M,24/11/2016 02:34:00,
8560,581,EMOLY INDUSTRIA DE COSMETICO LTDA.RAZZA,EMOLY INDUSTRIA DE COSMETICO LTDA.RAZZA,02270641000191,A,RUA NOVE DE JULHO,130,JD CANHEMA,,09941-380,DIADEMA,SP,BRASIL,1140719395,aliance.rep@terra.com.b,M,24/11/2016 02:34:00,
8560,582,SULMIX COSMETICOS LTDA.(PANE E ACQUA),SULMIX COSMETICOS LTDA.(PANE E ACQUA),05671893000110,A,AV COPESUL,2,,,95840-000,TRIUNFO,RS,BRASIL,516543359,,M,24/11/2016 02:34:00,
8560,583,INDUSTRIA VASSOURAS MARTINI DOURO LTDA.,INDUSTRIA VASSOURAS MARTINI DOURO LTDA.,97013833000129,A,AV FRANCA,1668,,BELA VISTA,95076-000,CAXIAS DO SUL,RS,BRASIL,542222224,escovasmartini@terra.com.br / vanderleysilveira@bo,M,24/11/2016 02:34:00,
8560,584,PEBEL ELETROMECANICA LTDA.(ROLOS TERM),PEBEL ELETROMECANICA LTDA.(ROLOS TERM),88891312000183,A,BR 116    N.3152,3152,,CAXIAS DO SUL,95070-070,CAXIAS DO SUL,RS,BRASIL,5432221880,vendas@pezzi.com.br,M,24/11/2016 02:34:00,
8560,585,ROCHELLE IND DE COSM LTDA. (ROCHELLI),ROCHELLE IND DE COSM LTDA. (ROCHELLI),91523811000122,A,RUA GOETHE,71,- JD AMERICA,CENTRO,93032-170,SAO LEOPOLDO,RS,BRASIL,515883636,rochelli.cosmeticos@terra.com.br,M,24/11/2016 02:34:00,
8560,586,OLORE PARIS PARFUMS,OLORE PARIS PARFUMS,9999586,A,RUA SAO MIGUEL,1031,,,50850-000,RECIFE,PE,BRASIL,8134287693,,M,24/11/2016 02:34:00,
8560,587,AROMATICA INDUSTRIAL LTDA.,AROMATICA INDUSTRIAL LTDA.,02472357000106,A,AV.PATRICIA LUCIA,336,JD DAS OLIVEIRA,,,TABOAO DA SERRA,SP,BRASIL,1147874544,,M,24/11/2016 02:34:00,
8560,588,M.KAPPUS (SABONETES),M.KAPPUS (SABONETES),85262988000110,A,RUA PARAGUAI,456,,,,BLUMENAU,SC,BRASIL,4730374250,,M,24/11/2016 02:34:00,
8560,589,ESPIRALE COM E IND COSM LTDA.(TRILOGIA),ESPIRALE COM E IND COSM LTDA.(TRILOGIA),68856806000110,A,RUA CERRO CORA,2414,,VILA ROMANA,05061-400,SAO PAULO,SP,BRASIL,1130222620,caroltrilogia@ig.com.br,M,24/11/2016 02:34:00,
8560,590,P & W MAQUIAGENS,P & W MAQUIAGENS,9999590,A,AV.VOLUNTARIOS DA PATRIA,170,,CENTRO,,PORTO ALEGRE,RS,BRASIL,,,M,24/11/2016 02:34:00,
8560,591,NATURAL COMPANY AROMAS BANHOS...,NATURAL COMPANY AROMAS BANHOS...,66592478000166,A,RUA   ANGELO CAPRICHO,335,,HORTO FLORESTAL,02377-010,SAO PAULO,SP,BRASIL,1169533949,naturalcompany@naturalcompany.com.br,M,24/11/2016 02:34:00,
8560,592,NAO USAR ESTE FORNECEDOR.,NAO USAR ESTE FORNECEDOR.,03992704000186,A,AV.CASTRO ALVES,182,BAIRRO SILVA,CENTRO,93214-060,SAPUCAIA DO SUL,RS,BRASIL,514742326,hidrancecosmeticos@terra.com.br,M,24/11/2016 02:34:00,
8560,593,PHYTOAROMA INDUSTRIA,PHYTOAROMA INDUSTRIA,00010924000179,A,,0,,,,PORTO ALEGRE,RS,BRASIL,,phytoaroma@terra.com.br,M,24/11/2016 02:34:00,
8560,594,DELLY DISTR DE  SERV (ALTA MODA),DELLY DISTR DE  SERV (ALTA MODA),10601315000148,A,ESTRADA CAMBOATA,2207,GALPAO 2,MEU RANCHINHO,26379-160,QUEIMADOS,RJ,BRASIL,2123949191,carretossilva@hotmail.com,M,24/11/2016 02:34:00,
8560,595,L.R.CIA BRAS P HIG TOUC (L ROSAS)N USAR,L.R.CIA BRAS P HIG TOUC (L ROSAS)N USAR,33089053000180,A,RUA ANA NERI,321,,,20911-440,RIO DE JANEIRO,RJ,BRASIL,2138605122,alextoso@ig.com.br,M,24/11/2016 02:34:00,
8560,596,CINCO PROD QUIM E FARM LTDA.,CINCO PROD QUIM E FARM LTDA.,9999596,A,,0,,,,PORTO ALEGRE,SP,BRASIL,,,M,24/11/2016 02:34:00,
8560,597,VONPAR REFRESCOS S/A.,VONPAR REFRESCOS S/A.,91235549002407,A,AV.ASSIS BRASIL,11200,,SARANDI,91140-000,PORTO ALEGRE,RS,BRASIL,5133498989,cadastroxml@vonpar.com.br,M,24/11/2016 02:34:00,
8560,598,H.BEAUTY LTDA (VITAL CAP),H.BEAUTY LTDA (VITAL CAP),00173837000132,A,RUA  DONA MARGARIDA,781,A,NAVEGANTES,90240-610,PORTO ALEGRE,RS,BRASIL,,heidi@hbeauty.com.br/neusa@hbeauty.com.br,M,24/11/2016 02:34:00,
8560,599,QUINTA ESSENCIA IND COSM LTDA.(NAO USAR),QUINTA ESSENCIA IND COSM LTDA.(NAO USAR),04259614000143,A,RUA EUDORO BERLINK,88,,AUXILIADORA,90450-030,PORTO ALEGRE,RS,BRASIL,5133300010,comercial.essencia@quintaessencia.com.br,M,24/11/2016 02:34:00,
8560,600,BHOTANICA COSM PERF LTDA.(COSMIC),BHOTANICA COSM PERF LTDA.(COSMIC),03900780000114,A,AV.CECI,608,"GALPAO N, B 14   ALPHAVILLE",,06460-120,BARUERI,SP,BRASIL,1138723933,bhotanica@terra.com.br,M,24/11/2016 02:34:00,
8560,601,TRIFIL IND MEIAS SCALINA LTDA.,TRIFIL IND MEIAS SCALINA LTDA.,9999601,A,,0,,,,PORTO ALEGRE,RS,BRASIL,"5,51132E+11",,M,24/11/2016 02:34:00,
8560,602,DICOMA DIST COSMETICOS.(B BOAT),DICOMA DIST COSMETICOS.(B BOAT),9999602,A,AV.CRISTOVAO COLOMBO,59,LJ 2,FLORESTA,13040-010,PORTO ALEGRE,RS,BRASIL,5130187274,malubananaboat@hotmail.com,M,24/11/2016 02:34:00,
8560,603,VITADERM FARM MANIP LTDA.(BEAUTY MED),VITADERM FARM MANIP LTDA.(BEAUTY MED),53365359000129,A,RUA LUIZ GATTI,261,,,05038-150,AGUA BRANCA,SP,BRASIL,5136112879,,M,24/11/2016 02:34:00,
8560,604,LEAGEE COM DIST COSM LTDA.(ORANGES),LEAGEE COM DIST COSM LTDA.(ORANGES),06893497000109,A,RUA ALAMEDA BOM PASTOR,90,SL A CAMPINA,CENTRO,83015-140,SAO JOSE DOS PINHAIS,PR,BRASIL,5132685953,roller@pro.via-rs.com.br,M,24/11/2016 02:34:00,
8560,605,FLORIPAR DIST DE PERFUMARIA LTDA.,FLORIPAR DIST DE PERFUMARIA LTDA.,02735633000254,A,PATRICIO CALDEIRA DE ANDRADE,1301,,,88085-150,CAPOEIRAS,SC,BRASIL,482480140,,M,24/11/2016 02:34:00,
8560,606,MIKONOS COMERCIO DE COSMT LTDA (AMEND),MIKONOS COMERCIO DE COSMT LTDA (AMEND),13756554000246,A,AV PLINIO KROEFF,1575,CONJ 02,RUBEM BERTA,91150-170,PORTO ALEGRE,RS,BRASIL,5133661009,rosele@terra.com.br,M,24/11/2016 02:34:00,
8560,607,MARIANO DIST DE COSM LTDA.(MISS ANNE),MARIANO DIST DE COSM LTDA.(MISS ANNE),05836243000188,A,RUA MATTEO FORTE,207,,AGUA BRANCA,05038-160,SAO PAULO,SP,BRASIL,1136115003,,M,24/11/2016 02:34:00,
8560,608,BIOCAP IND COSM LTDA.(TRICOFACIL),BIOCAP IND COSM LTDA.(TRICOFACIL),02207934000124,A,AV.TIRADENTES,777,,SETOR CRISTINA,75380-000,TRINDADE,GO,BRASIL,6235773600,ricardo@biocap.com.br,M,24/11/2016 02:34:00,
8560,609,BRASIL GLOBAL COSM LTDA. (NY LOOKS),BRASIL GLOBAL COSM LTDA. (NY LOOKS),00190233000285,A,AV.VER JOSE MARIA RANGEL,535,DIST INDUS,GETULIO VARGAS II,13840-294,MOGI GUACU,SP,BRASIL,1938612345,neide@nylooks.com.br/ sandroreginatto@brturbo.com.,M,24/11/2016 02:34:00,
8560,610,TOUCA PRATICA,TOUCA PRATICA,9999610,A,,0,,,,PORTO ALEGRE,RS,BRASIL,5133879441,,M,24/11/2016 02:34:00,
